BusID,RouteID,Q,year,RouteDirection,DailyRides(Tuesday),WeekyRides,DailyPassengers,WeeklyPassengers,AVGCommutersPerRide(Weekly),AverageTripDuration,OperatingCostPerPassenger
8397,18279,2,2024,2,0,5,0.1,86.1,17.2,57.69,20.1
8398,18322,2,2024,1,5,25,58,290,11.6,70.33,36.38
8399,18322,2,2024,2,5,25,96,480,19.2,68.96,21.55
8400,18349,2,2024,1,0,23,1.9,279.3,12.1,78.46,38.77
8401,18349,2,2024,2,0,34,3.1,422.2,12.4,76.55,36.99
8402,18463,2,2024,1,7,37,15.9,87.3,2.4,60.03,152.65
8403,18463,2,2024,2,6,32,15.9,81.5,2.5,59.96,141.26
8404,18477,2,2024,1,28,146,228.5,1174.8,8,59.78,44.58
8405,18477,2,2024,2,23,121,179.4,923.4,7.6,56.57,44.48
8406,18482,2,2024,1,0,6,0.6,45.6,7.6,110.07,86.9
8407,18482,2,2024,2,0,6,0.3,46.5,7.8,111.91,86.64
8408,19006,2,2024,1,32,182,569.6,3137.8,17.2,25.38,8.83
8409,19006,2,2024,2,33,187,541,3005.1,16.1,25.96,9.69
8410,19007,2,2024,1,55,309,1290.9,7027.9,22.7,39.89,10.52
8411,19007,2,2024,2,56,314,1125.7,6105.9,19.4,42.67,13.17
8412,19010,2,2024,1,38,214,421.8,2358.5,11,32.85,17.88
8413,19010,2,2024,2,38,213,422,2317.6,10.9,33.3,18.36
8414,19012,2,2024,1,57,324,1605.4,8598,26.5,49.4,11.17
8415,19012,2,2024,2,58,330,1682.4,9047.4,27.4,47.62,10.42
8416,19013,2,2024,1,8,49,5.7,30.8,0.6,23.02,219.74
8417,19013,2,2024,2,10,58,12.8,67.3,1.2,28.2,145.82
8418,19014,2,2024,1,9,53,7.2,38.6,0.7,24.29,200.11
8419,19014,2,2024,2,10,59,7.3,40.2,0.7,25.19,221.82
8420,19016,2,2024,1,61,366,1544.3,9094.2,24.8,63.9,15.43
8421,19016,2,2024,2,61,367,1367.3,7886,21.5,67.4,18.82
8422,19018,2,2024,1,46,255,1239.1,6654.2,26.1,31.65,7.28
8423,19018,2,2024,2,48,276,1401.5,7721.9,28,32.44,6.96
8424,19019,2,2024,1,28,176,290.1,1824.6,10.4,24.37,14.1
8425,19019,2,2024,2,28,176,356.8,2198.7,12.5,25.52,12.26
8426,19021,2,2024,1,6,33,25.3,135.9,4.1,66.91,97.48
8427,19021,2,2024,2,6,33,29,149,4.5,66.62,88.53
8428,19024,2,2024,1,28,155,183.5,985.9,6.4,27.4,25.85
8429,19024,2,2024,2,32,178,208.9,1123.6,6.3,25.35,24.1
8430,19026,2,2024,1,13,69,98.8,512.4,7.4,48.71,39.36
8431,19026,2,2024,2,13,70,100.3,530.8,7.6,49.58,39.23
8432,19028,2,2024,1,21,142,130,868.3,6.1,72.13,70.78
8433,19028,2,2024,2,20,137,128.3,854.5,6.2,69.73,67.08
8434,19029,2,2024,1,64,379,3380.9,19863.9,52.4,81.75,9.36
8435,19029,2,2024,2,67,396,3341.5,19434.7,49.1,73.66,9.01
8436,19031,2,2024,1,10,53,92.9,488.5,9.2,73.23,47.67
8437,19031,2,2024,2,10,53,60,316.6,6,67.27,67.57
8438,19032,2,2024,1,2,11,21.8,116.5,10.6,73.14,41.44
8439,19032,2,2024,2,5,29,50.9,271.6,9.4,67.7,43.37
8440,19033,2,2024,1,6,31,51.5,263.5,8.5,65.52,46.25
8441,19033,2,2024,2,9,47,62.7,325.8,6.9,66.67,57.71
8442,19034,2,2024,1,6,33,5.1,26,0.8,68.03,518.07
8443,19034,2,2024,2,6,33,4.8,25.1,0.8,78.18,616.72
8444,19035,2,2024,1,17,93,99.5,540.8,5.8,80.79,83.36
8445,19035,2,2024,2,17,93,78.7,426,4.6,68.99,90.37
8446,19036,2,2024,1,5,28,113.5,622.6,22.2,66.11,17.84
8447,19036,2,2024,2,11,59,196.1,1035.6,17.6,66.93,22.88
8448,19037,2,2024,1,4,24,55.5,306.3,12.8,51.36,24.15
8449,19037,2,2024,2,4,23,36.4,208.3,9.1,55.81,36.97
8450,19038,2,2024,1,6,43,16.4,101.4,2.4,22.76,57.91
8451,19038,2,2024,2,8,54,16.6,101.5,1.9,19.82,63.27
8452,19039,2,2024,1,29,165,899.5,4770.8,28.9,55.24,11.46
8453,19039,2,2024,2,27,155,643,3477.3,22.4,57.63,15.41
8454,19040,2,2024,1,7,39,75.3,407.8,10.5,71.93,41.27
8455,19040,2,2024,2,6,35,59.1,323.5,9.2,68.25,44.3
8456,19041,2,2024,1,9,51,29.8,162.8,3.2,34.1,64.09
8457,19041,2,2024,2,10,57,43.7,237.3,4.2,30.46,43.9
8458,19042,2,2024,1,6,34,22,113.1,3.3,31.79,57.34
8459,19042,2,2024,2,6,35,27.6,154.1,4.4,32.18,43.85
8460,19043,2,2024,1,1,7,2.9,26.8,3.8,51.33,80.44
8461,19043,2,2024,2,2,11,10,57.3,5.2,52.92,60.95
8462,19044,2,2024,1,5,32,66,389.9,12.2,90.22,44.43
8463,19044,2,2024,2,4,23,48,280.6,12.2,91.87,45.18
8464,19045,2,2024,1,9,50,72.6,382.1,7.6,41.03,32.21
8465,19045,2,2024,2,10,51,49.2,249.8,4.9,44.94,55.05
8466,19046,2,2024,1,10,57,60.3,311.6,5.5,34.78,38.17
8467,19046,2,2024,2,10,58,51.5,269.6,4.6,28.99,37.42
8468,19047,2,2024,1,56,313,2137.8,11832.1,37.8,75.89,12.05
8469,19047,2,2024,2,60,334,2455.7,13498.1,40.4,74.92,11.12
8470,19048,2,2024,1,12,64,43.7,233.1,3.6,48.29,79.55
8471,19048,2,2024,2,10,52,33.1,174.5,3.4,53.57,95.78
8472,19049,2,2024,1,7,35,25.5,127.5,3.6,8.12,13.37
8473,19049,2,2024,2,9,36,33.9,169.5,4.7,11.44,14.58
8474,19050,2,2024,1,29,155,256.4,1350.9,8.7,52.64,36.24
8475,19050,2,2024,2,31,167,282.6,1521.1,9.1,49.93,32.89
8476,19051,2,2024,1,1,6,4.8,25.8,4.3,21.34,29.78
8477,19054,2,2024,3,4,20,24.4,122,6.1,44.33,43.6
8478,19056,2,2024,1,2,11,30.1,158.8,14.4,25.69,10.68
8479,19056,2,2024,2,4,21,32,163.8,7.8,18.77,14.44
8480,19057,2,2024,1,3,18,42.3,251.1,14,6.26,2.69
8481,19057,2,2024,2,4,23,65.1,365,15.9,6.2,2.34
8482,19058,2,2024,1,3,18,43.7,260.3,14.5,11.19,4.64
8483,19058,2,2024,2,3,18,54.3,319,17.7,26.73,9.05
8484,19062,2,2024,1,1,6,8.1,41.8,7,24.73,21.3
8485,19062,2,2024,2,3,16,5.3,27.3,1.7,37.69,132.54
8486,19063,2,2024,1,10,56,30.4,158.8,2.8,57.93,122.57
8487,19063,2,2024,2,10,56,36.3,189.7,3.4,57.53,101.9
8488,19065,2,2024,1,4,20,51.5,257.5,12.9,59.4,27.68
8489,19065,2,2024,2,3,15,23.8,119,7.9,67.65,51.16
8490,19066,2,2024,1,10,55,45.1,235.1,4.3,37.86,53.14
8491,19066,2,2024,2,10,55,43,232.1,4.2,38.14,54.23
8492,19067,2,2024,1,50,279,1786.5,9768.2,35,52.02,8.91
8493,19067,2,2024,2,52,286,1784.5,9625,33.7,51.19,9.13
8494,19072,2,2024,1,88,488,2436.5,13442.4,27.5,71.3,15.53
8495,19072,2,2024,2,92,510,2535.2,14028.6,27.5,68.31,14.9
8496,19073,2,2024,1,2,11,2.5,13.8,1.3,13.08,62.56
8497,19074,2,2024,1,1,6,4.3,24.5,4.1,38.42,56.45
8498,19074,2,2024,2,1,6,7.1,41.5,6.9,27.3,23.68
8499,19075,2,2024,1,78,458,5417.4,29852.3,65.2,67.14,6.18
8500,19075,2,2024,2,77,456,5445.2,29945.9,65.7,63.27,5.78
8501,19076,2,2024,1,6,33,36.7,199.8,6.1,48.99,48.55
8502,19076,2,2024,2,8,45,33.1,189.3,4.2,44.29,63.17
8503,19079,2,2024,1,1,5,13.9,69.5,13.9,222.47,96.03
8504,19079,2,2024,2,1,5,16.7,83.5,16.7,208.35,74.86
8505,19081,2,2024,1,1,6,13.6,79.5,13.2,35.56,16.1
8506,19081,2,2024,2,1,6,10.7,63,10.5,34.1,19.49
8507,19084,2,2024,1,2,10,28.1,140.5,14,21.67,9.25
8508,19084,2,2024,2,2,10,34.8,174,17.4,19.69,6.79
8509,19086,2,2024,1,2,10,15.4,77,7.7,15.31,11.93
8510,19086,2,2024,2,4,20,38.2,191,9.6,9.54,5.99
8511,19094,2,2024,1,2,12,7,40.3,3.4,23.45,41.9
8512,19094,2,2024,2,2,12,9.4,56.8,4.7,28.83,36.55
8513,19095,2,2024,1,46,257,1601.5,8681.4,33.8,82.9,14.72
8514,19095,2,2024,2,43,245,1581.1,8601.6,35.1,76.71,13.11
8515,19096,2,2024,1,1,4,5.3,28.8,7.2,8.05,6.71
8516,19096,2,2024,2,1,6,3.9,21.8,3.6,9.42,15.56
8517,19099,2,2024,1,1,6,15.6,83.5,13.9,59.49,25.65
8518,19099,2,2024,2,1,6,14.7,89.8,15,52.13,20.9
8519,19112,2,2024,1,1,5,2.9,14.5,2.9,56.93,117.79
8520,19112,2,2024,2,1,5,1.7,8.5,1.7,49.79,175.73
8521,19131,2,2024,2,40,227,581.2,3149.5,13.9,37.34,16.15
8522,19139,2,2024,1,8,44,8.7,45.1,1,81.54,477.31
8523,19139,2,2024,2,7,39,8.8,53.6,1.4,93.16,406.71
8524,19141,2,2024,1,23,138,422.5,2233.2,16.2,47.04,17.44
8525,19142,2,2024,1,9,62,131.7,692,11.2,70.9,38.11
8526,19142,2,2024,2,8,51,88.2,482.8,9.5,69.23,43.88
8527,19148,2,2024,1,57,310,3271.7,17771.4,57.3,64.06,6.7
8528,19148,2,2024,2,56,304,3670.6,19744.9,65,64.83,5.99
8529,19171,2,2024,1,15,86,53.5,286.8,3.3,39.22,70.56
8530,19171,2,2024,2,15,85,63,348.1,4.1,41.95,61.46
8531,19200,2,2024,3,54,270,491,2455,9.1,58.01,38.28
8532,19205,2,2024,1,82,448,1099,5867.3,13.1,59.28,27.16
8533,19205,2,2024,2,84,456,1269.1,6786.2,14.9,55.59,22.41
8534,19279,2,2024,1,38,213,953,5161.6,24.2,58.79,14.56
8535,19279,2,2024,2,37,207,801.6,4324.4,20.9,51.99,14.93
8536,19302,2,2024,1,16,95,27,158.9,1.7,62.77,225.17
8537,19302,2,2024,2,16,96,22.7,130.1,1.4,66.79,295.7
8538,19311,2,2024,1,9,49,4.1,20.5,0.4,23.28,333.87
8539,19311,2,2024,2,9,49,6.6,35.5,0.7,20.17,167.04
8540,19320,2,2024,1,6,34,20.2,111.5,3.3,62.22,113.84
8541,19320,2,2024,2,6,34,13.2,72.1,2.1,72.61,205.44
8542,19380,2,2024,1,0,14,0,203.1,14.5,54.73,22.64
8543,19380,2,2024,2,0,22,3.6,288.9,13.1,52.24,23.87
8544,19383,2,2024,1,0,2,0,46,23,44.45,11.6
8545,19383,2,2024,2,0,3,0,75.6,25.2,70.84,16.87
8546,19978,2,2024,1,0,8,0.2,120.8,15.1,144.36,57.36
8547,19978,2,2024,2,0,8,1.8,126.2,15.8,136.07,51.75
8548,20005,2,2024,1,58,328,2225.8,12096.3,36.9,66.11,10.76
8549,20005,2,2024,2,56,315,1902.6,10339.8,32.8,63.23,11.56
8550,20009,2,2024,1,17,98,157.5,858.2,8.8,41.35,28.33
8551,20009,2,2024,2,16,93,141.3,794.8,8.5,43.05,30.22
8552,20012,2,2024,1,8,48,3,16.6,0.3,29.22,506.95
8553,20012,2,2024,2,9,55,3.5,19.6,0.4,33.54,564.7
8554,20016,2,2024,1,29,190,386.1,2402.7,12.6,47.18,22.39
8555,20016,2,2024,2,29,190,482.6,2981.7,15.7,44.43,16.99
8556,20020,2,2024,1,41,248,247.3,1534.7,6.2,37.83,36.68
8557,20020,2,2024,2,41,246,214.4,1396.4,5.7,33.83,35.76
8558,20021,2,2024,1,42,234,316.9,1703.6,7.3,14.37,11.84
8559,20021,2,2024,2,36,198,276.1,1472.6,7.4,15.86,12.79
8560,20025,2,2024,1,75,420,1200.1,6705.9,16,26.32,9.89
8561,20025,2,2024,2,77,434,922.8,5251.2,12.1,21.87,10.85
8562,20025,2,2024,3,0,26,0,366.9,14.1,37.31,15.86
8563,20026,2,2024,1,6,33,59.8,306.3,9.3,76.06,49.17
8564,20026,2,2024,2,6,33,41.8,219.4,6.6,71.4,64.44
8565,20032,2,2024,1,5,25,123.2,616,24.6,79.91,19.46
8566,20032,2,2024,2,4,20,134.9,674.5,33.7,76.41,13.59
8567,20034,2,2024,1,52,292,607.4,3263.1,11.2,41.01,22.02
8568,20034,2,2024,2,55,306,661.6,3544.8,11.6,40.54,21
8569,20036,2,2024,1,52,300,1974,10960.4,36.5,61.5,10.1
8570,20036,2,2024,2,51,299,1980.4,11033.6,36.9,63.56,10.33
8571,20037,2,2024,1,28,150,675.6,3563.7,23.8,78.25,19.76
8572,20037,2,2024,2,24,132,590.6,3170,24,75.43,18.85
8573,20038,2,2024,3,87,446,1569,8827.3,19.8,27.58,8.36
8574,20040,2,2024,1,6,35,7.1,38.5,1.1,55.06,300.33
8575,20040,2,2024,2,8,45,7.5,41.8,0.9,48.47,313.08
8576,20042,2,2024,1,12,70,59.9,320.3,4.6,46.17,60.54
8577,20042,2,2024,2,12,70,67.3,352.4,5,46.6,55.54
8578,20048,2,2024,1,40,226,1858.6,10397.9,46,95.48,12.45
8579,20048,2,2024,2,43,242,2043.3,11403.3,47.1,96.03,12.23
8580,20049,2,2024,1,32,171,183.7,969.8,5.7,70.65,74.74
8581,20049,2,2024,2,24,129,153.8,808.1,6.3,72.81,69.74
8582,20053,2,2024,1,1,6,0.4,2,0.3,18.66,335.88
8583,20054,2,2024,1,4,24,124.7,744.5,31,25.81,4.99
8584,20054,2,2024,2,6,36,237.4,1412.6,39.2,31.96,4.89
8585,20057,2,2024,1,10,56,142.7,780.6,13.9,83.26,35.84
8586,20057,2,2024,2,8,46,123.2,688.9,15,69.08,27.68
8587,20058,2,2024,1,4,21,54,276.3,13.2,57.42,26.19
8588,20058,2,2024,2,4,21,55.5,285,13.6,66.2,29.27
8589,20060,2,2024,1,1,5,16,80,16,193.21,72.45
8590,20060,2,2024,2,1,5,3.5,17.5,3.5,162.88,279.22
8591,20062,2,2024,1,29,155,300.9,1577.8,10.2,45.25,26.67
8592,20062,2,2024,2,31,166,321,1680.5,10.1,42.72,25.32
8593,20063,2,2024,1,1,5,12.9,64.5,12.9,25,11.63
8594,20063,2,2024,2,1,5,1,5,1,21.4,128.4
8595,20067,2,2024,1,5,25,7.5,37.5,1.5,24.43,97.72
8596,20067,2,2024,2,6,30,12.4,62,2.1,25.66,74.5
8597,20068,2,2024,1,6,33,15.8,81.1,2.5,34.19,83.47
8598,20068,2,2024,2,6,33,20.4,107.3,3.3,35.71,65.9
8599,20070,2,2024,1,107,580,2838.4,15108.6,26,35.14,8.09
8600,20070,2,2024,2,105,566,2900.7,15326.9,27.1,40.53,8.98
8601,20074,2,2024,2,1,6,11.1,60.8,10.1,33.23,19.68
8602,20076,2,2024,1,1,6,1.9,10,1.7,26,93.6
8603,20076,2,2024,2,3,16,2.9,20.5,1.3,25.25,118.24
8604,20082,2,2024,1,2,12,33.7,188,15.7,18.82,7.21
8605,20082,2,2024,2,4,14,66.8,371.3,26.5,16.94,3.83
8606,20083,2,2024,1,1,6,11.1,60.3,10,25.84,15.43
8607,20083,2,2024,2,3,13,48.6,257.6,19.8,24.73,7.49
8608,20085,2,2024,1,2,10,14.1,70.5,7,21.3,18.13
8609,20085,2,2024,2,2,10,30.5,152.5,15.2,22.86,8.99
8610,20092,2,2024,1,2,12,46.2,266.8,22.2,27.27,7.36
8611,20094,2,2024,1,1,6,16.9,95,15.8,33.25,12.6
8612,20094,2,2024,2,3,18,62.4,366.5,20.4,21.47,6.33
8613,20095,2,2024,1,1,6,0.5,2.5,0.4,20,288
8614,20095,2,2024,2,1,6,1.5,7.5,1.2,13.64,65.47
8615,20099,2,2024,1,3,17,61.8,334.3,19.7,24.39,7.44
8616,20103,2,2024,1,1,6,15.7,79.8,13.3,89.77,40.5
8617,20103,2,2024,2,1,6,16.2,83.5,13.9,71.76,30.94
8618,20108,2,2024,1,8,40,64.2,321,8,60.86,45.5
8619,20108,2,2024,2,7,35,54.6,273,7.8,55.04,42.34
8620,20140,2,2024,1,3,17,38.1,212.1,12.5,81.91,39.39
8621,20140,2,2024,2,5,28,61.1,335.8,12,82.21,41.13
8622,20143,2,2024,1,11,62,44.3,249.7,4,92.58,137.92
8623,20143,2,2024,2,11,62,42,238.7,3.8,81.9,127.64
8624,20150,2,2024,1,21,117,309.4,1724.6,14.7,46.45,18.91
8625,20150,2,2024,2,32,165,406.1,2195.6,13.3,45.48,20.51
8626,20152,2,2024,1,28,156,13.2,70.6,0.5,39.4,522.36
8627,20152,2,2024,2,28,156,13.4,76.9,0.5,44.94,546.99
8628,20185,2,2024,1,9,49,23.3,127,2.6,47.25,109.38
8629,20185,2,2024,2,9,49,15.7,85.8,1.8,44,150.77
8630,20333,2,2024,1,25,142,378.9,2047.2,14.4,48.5,20.18
8631,20333,2,2024,2,26,144,393.9,2085.4,14.5,47.36,19.62
8632,20383,2,2024,1,14,70,212.4,1062,15.2,66.81,26.42
8633,20383,2,2024,2,13,65,151.3,756.5,11.6,59.81,30.83
8634,20385,2,2024,1,7,35,44.2,221,6.3,78.69,74.77
8635,20385,2,2024,2,5,25,29.1,145.5,5.8,82.94,85.51
8636,20479,2,2024,1,1,12,10.4,110.9,9.2,102.01,66.23
8637,20479,2,2024,2,0,9,0.2,94.3,10.5,97.22,55.67
8638,21003,2,2024,1,3,20,91.5,833.1,41.7,64.11,9.23
8639,21003,2,2024,2,0,5,0,159.8,32,33.33,6.26
8640,21003,2,2024,3,110,638,13652.6,79590.8,124.8,83.19,4
8641,21004,2,2024,1,53,298,917.4,5076.8,17,52.86,18.62
8642,21004,2,2024,2,49,273,833.7,4540.4,16.6,54.21,19.56
8643,21005,2,2024,1,49,274,1730.3,9443.9,34.5,64.56,11.24
8644,21005,2,2024,2,51,284,2313.2,12629.8,44.5,61.66,8.32
8645,21007,2,2024,1,84,467,4566.5,24628,52.7,77.13,8.78
8646,21007,2,2024,2,101,560,4508.7,24373.2,43.5,73.41,10.12
8647,21008,2,2024,1,51,284,3005.9,16571.3,58.3,72.26,7.43
8648,21009,2,2024,1,17,96,71.6,387.8,4,18.99,28.21
8649,21009,2,2024,2,17,96,39.5,212.9,2.2,17.27,46.72
8650,21012,2,2024,1,62,349,1457,7999.5,22.9,47.26,12.37
8651,21012,2,2024,2,62,348,1621.4,8861.6,25.5,47.91,11.29
8652,21014,2,2024,1,43,233,954.1,5287.2,22.7,56.88,15.04
8653,21014,2,2024,2,44,239,790,4403.9,18.4,55.57,18.09
8654,21016,2,2024,1,53,303,641,3474.2,11.5,26.92,14.09
8655,21016,2,2024,2,51,293,485.6,2628.6,9,26.29,17.58
8656,21017,2,2024,1,33,196,334.8,1951.2,10,35.35,21.31
8657,21017,2,2024,2,37,216,312.7,1825.7,8.5,32.18,22.84
8658,21019,2,2024,1,5,28,26.2,141.8,5.1,38.6,45.73
8659,21019,2,2024,2,5,28,21.6,113.8,4.1,39.93,58.95
8660,21022,2,2024,3,27,157,196.4,1412.4,9,73.17,48.8
8661,21025,2,2024,1,90,504,3529.2,19161.4,38,52.69,8.32
8662,21025,2,2024,2,83,461,3467.4,18738.3,40.6,50.25,7.42
8663,21027,2,2024,1,47,261,1278.4,6868.1,26.3,57.04,13.01
8664,21027,2,2024,2,50,276,1119.7,6029.2,21.8,58.46,16.06
8665,21029,2,2024,2,28,154,1074.7,5673,36.8,42.04,6.85
8666,21030,2,2024,1,30,160,200.3,1056.8,6.6,39.12,35.54
8667,21030,2,2024,2,28,151,222.3,1183.2,7.8,36.02,27.58
8668,21032,2,2024,1,1,5,10.3,51.5,10.3,35.01,20.39
8669,21032,2,2024,2,3,15,9.1,45.5,3,38.29,75.74
8670,21033,2,2024,1,15,81,123.1,651.6,8,66.77,49.8
8671,21033,2,2024,2,16,88,145.7,770.6,8.8,70.01,47.97
8672,21035,2,2024,1,6,35,9.4,50.1,1.4,28.51,119.5
8673,21035,2,2024,2,6,35,6.1,44.1,1.3,28.52,135.81
8674,21037,2,2024,1,106,616,1192.2,6520.2,10.6,47.89,27.15
8675,21037,2,2024,2,102,594,1110.4,6222.2,10.5,52.58,30.12
8676,21039,2,2024,1,21,119,62.3,327.4,2.8,10.56,23.03
8677,21039,2,2024,2,21,119,52.1,271.4,2.3,10.85,28.54
8678,21041,2,2024,1,18,100,26,138.6,1.4,26.12,113.07
8679,21041,2,2024,2,16,89,23.1,123.4,1.4,25.73,111.34
8680,21042,2,2024,1,7,37,73.6,376.8,10.2,86.22,50.8
8681,21042,2,2024,2,8,43,104.6,549.8,12.8,89.69,42.09
8682,21044,2,2024,1,3,18,32.9,183.1,10.2,31.38,18.51
8683,21044,2,2024,2,3,16,20.5,106.3,6.6,40.61,36.68
8684,21045,2,2024,1,7,39,55.3,297.3,7.6,47.12,37.09
8685,21045,2,2024,2,7,39,67.2,369.6,9.5,48.7,30.83
8686,21047,2,2024,1,36,207,72,396.8,1.9,20.86,65.29
8687,21047,2,2024,2,36,207,90.3,486,2.3,20.61,52.67
8688,21049,2,2024,1,7,35,74.1,370.5,10.6,50.08,28.39
8689,21049,2,2024,2,7,35,48.2,241,6.9,51.11,44.54
8690,21050,2,2024,1,13,74,73.1,394.3,5.3,33.15,37.33
8691,21050,2,2024,2,14,82,78.1,428.3,5.2,31.06,35.68
8692,21051,2,2024,1,6,34,28.8,152.1,4.5,22.9,30.71
8693,21051,2,2024,2,6,35,33.4,185.1,5.3,22.36,25.37
8694,21053,2,2024,1,1,6,14.2,80.5,13.4,15.13,6.77
8695,21053,2,2024,2,2,12,43.6,223.1,18.6,23.43,7.56
8696,21054,2,2024,1,15,80,55.2,292.3,3.7,42.25,69.38
8697,21054,2,2024,2,15,79,47.8,250.6,3.2,40.88,77.32
8698,21055,2,2024,1,53,293,859.8,4605.7,15.7,62.39,23.81
8699,21055,2,2024,2,54,299,669.4,3652.2,12.2,57.95,28.47
8700,21056,2,2024,1,2,12,59.8,338.5,28.2,21.02,4.47
8701,21056,2,2024,2,3,18,97.7,551.3,30.6,21.57,4.23
8702,21057,2,2024,1,18,103,28.4,154.2,1.5,53.61,214.86
8703,21057,2,2024,2,18,105,31,163.9,1.6,52.69,202.53
8704,21058,2,2024,1,0,1,0,1.5,1.5,660,1000
8705,21058,2,2024,2,0,1,0,0.3,0.3,566.04,1000
8706,21059,2,2024,1,56,312,658.4,3571.3,11.4,66.46,34.84
8707,21059,2,2024,2,64,360,725.6,3945.6,11,60.14,32.92
8708,21060,2,2024,1,10,57,99.3,532.2,9.3,88.84,57.09
8709,21060,2,2024,2,9,53,67.2,368.1,6.9,89.47,77.29
8710,21064,2,2024,2,1,5,6.7,33.5,6.7,145.81,130.58
8711,21069,2,2024,1,6,33,30.7,156.6,4.7,34.83,44.04
8712,21069,2,2024,2,6,33,32.3,171.6,5.2,34.82,40.18
8713,21070,2,2024,1,50,284,1269.9,6832.9,24.1,50.9,12.69
8714,21070,2,2024,2,49,278,1342.1,7144,25.7,49.82,11.63
8715,21072,2,2024,1,1,5,1.9,9.5,1.9,29.14,92.02
8716,21072,2,2024,2,1,5,2.6,13,2.6,35.47,81.85
8717,21073,2,2024,2,1,5,5.4,27,5.4,213.92,237.69
8718,21074,2,2024,1,55,311,865.3,4687.7,15.1,45.22,18
8719,21075,2,2024,1,40,232,787.8,4322.7,18.6,38.64,12.44
8720,21075,2,2024,2,36,211,666.2,3634,17.2,35.72,12.44
8721,21076,2,2024,2,0,1,0,1.8,1.8,7.91,26.37
8722,21077,2,2024,1,2,13,8.1,40.5,3.1,15.02,28.93
8723,21078,2,2024,1,108,613,3173.8,17631.7,28.8,48.62,10.14
8724,21078,2,2024,2,114,645,3023.4,16735.7,25.9,46.87,10.84
8725,21079,2,2024,1,26,144,531.8,2826.9,19.6,52.99,16.2
8726,21079,2,2024,2,27,148,494.4,2610.6,17.6,48.3,16.43
8727,21082,2,2024,1,1,6,12.8,72.3,12,22.84,11.37
8728,21085,2,2024,1,52,299,3291.3,18505.8,61.9,95.12,9.22
8729,21085,2,2024,2,50,288,3034.2,16915.6,58.7,99.05,10.12
8730,21086,2,2024,1,1,6,19.9,106,17.7,28.2,9.58
8731,21086,2,2024,2,1,7,9.3,62.8,9,30.22,20.21
8732,21088,2,2024,1,66,374,1978.6,11195.6,29.9,65.57,13.14
8733,21088,2,2024,2,69,384,2061.7,11587.9,30.2,70.74,14.07
8734,21092,2,2024,1,1,6,23.4,136.3,22.7,12.83,3.39
8735,21092,2,2024,2,1,6,15.8,92.8,15.5,8.83,3.43
8736,21093,2,2024,1,1,6,4.1,24.8,4.1,83.14,120.69
8737,21093,2,2024,2,1,6,7.5,46,7.7,71.24,55.75
8738,21094,2,2024,1,1,4,10.5,65,16.2,29.69,10.96
8739,21094,2,2024,2,1,6,16.1,89.8,15,26.65,10.68
8740,21097,2,2024,1,2,12,33.1,183,15.2,18.69,7.35
8741,21097,2,2024,2,1,6,5,30.8,5.1,25.49,29.79
8742,21098,2,2024,1,1,5,9.5,47.5,9.5,26.93,17.01
8743,21111,2,2024,1,25,125,124.7,623.5,5,45.17,54.33
8744,21111,2,2024,2,25,125,184.6,923,7.4,47.88,38.91
8745,21134,2,2024,1,3,17,17.4,111.8,6.6,83.27,75.97
8746,21134,2,2024,2,3,17,14.2,95.8,5.6,81.2,86.46
8747,21148,2,2024,1,6,34,6.9,43.8,1.3,51.18,238.37
8748,21148,2,2024,2,6,34,10.1,56.8,1.7,51.81,186.08
8749,21284,2,2024,1,0,4,0.3,15.8,4,49.16,74.67
8750,21336,2,2024,1,5,30,35.5,191,6.4,30.29,28.55
8751,21336,2,2024,2,4,29,4,22.8,0.8,23.53,179.57
8752,21347,2,2024,1,6,34,55.9,303.1,8.9,61.95,41.7
8753,21347,2,2024,2,6,34,63.8,339.3,10,60.26,36.23
8754,21352,2,2024,1,10,56,43.5,232,4.1,66.43,96.21
8755,21352,2,2024,2,10,56,23.6,132.6,2.4,60.37,152.97
8756,22002,2,2024,1,48,270,826.2,4499.8,16.7,34.01,12.24
8757,22002,2,2024,2,47,268,935.2,5070.4,18.9,36.92,11.71
8758,22003,2,2024,1,24,126,204.4,1049.4,8.3,24.06,17.33
8759,22004,2,2024,1,64,364,2229,12216.7,33.6,49.18,8.79
8760,22004,2,2024,2,64,366,2405.7,13199,36.1,44.17,7.35
8761,22005,2,2024,1,66,373,2175.7,11774.2,31.6,40.72,7.74
8762,22005,2,2024,2,67,380,2017.7,10991,28.9,40.2,8.34
8763,22006,2,2024,1,40,222,231,1241.6,5.6,43.69,46.87
8764,22006,2,2024,2,41,227,227,1193.6,5.3,41.46,47.31
8765,22007,2,2024,1,47,264,2158.4,11769,44.6,79.94,10.76
8766,22007,2,2024,2,48,268,1678.2,9103.6,34,79.88,14.11
8767,22009,2,2024,1,41,238,547.8,2917.1,12.3,27.7,13.56
8768,22009,2,2024,2,41,235,560.8,2967.5,12.6,28.09,13.35
8769,22012,2,2024,1,5,29,100.5,546.5,18.8,33.89,10.79
8770,22012,2,2024,2,2,10,16.9,84.5,8.4,16.03,11.38
8771,22013,2,2024,1,38,250,110.6,712.4,2.8,37.94,79.88
8772,22013,2,2024,2,38,250,61.5,414.7,1.7,28.92,104.61
8773,22014,2,2024,1,22,121,316.3,1764.8,14.6,35.62,14.65
8774,22014,2,2024,2,22,121,371.3,2027.8,16.8,33.12,11.86
